,image_path,movie_id
0,https://movie-phinf.pstatic.net/20221012_287/1665540472064p78Hb_JPEG/movie_image.jpg?type=m665_443_2,505642
1,https://movie-phinf.pstatic.net/20221012_117/1665539431214DxOeT_JPEG/movie_image.jpg?type=m665_443_2,505642
2,https://movie-phinf.pstatic.net/20221012_179/166554035795637Rzz_JPEG/movie_image.jpg?type=m665_443_2,505642
3,https://movie-phinf.pstatic.net/20221012_83/16655403923930TRYK_JPEG/movie_image.jpg?type=m665_443_2,505642
4,https://movie-phinf.pstatic.net/20221012_7/1665540406321izBCJ_JPEG/movie_image.jpg?type=m665_443_2,505642
5,https://movie-phinf.pstatic.net/20220920_269/1663635828934Cjcqh_JPEG/movie_image.jpg?type=m665_443_2,436270
6,https://movie-phinf.pstatic.net/20220920_207/1663635848077Mqeee_JPEG/movie_image.jpg?type=m665_443_2,436270
7,https://movie-phinf.pstatic.net/20220920_139/1663635883934iyqj1_JPEG/movie_image.jpg?type=m665_443_2,436270
8,https://movie-phinf.pstatic.net/20220920_27/1663635898958G4UO8_JPEG/movie_image.jpg?type=m665_443_2,436270
9,https://movie-phinf.pstatic.net/20220920_193/1663635915102kketP_JPEG/movie_image.jpg?type=m665_443_2,436270
10,https://img.extmovie.com/files/attach/images/135/351/930/089/0872578247004a79ce3be341a3ca6d20.jpg,663712
